Date,Time,Ms,Category,Tag,State,Message,Value,Info,AdditionalMessage,AdditionalValue,AdditionalInfo,Else
2026-09-14,19:25:46,868,KOM_Test,SR830,T,Proramm start,Ask,Komunkiations Test für SR830 und OSTECH,,,,
2026-09-14,19:25:46,876,KOM_Test,SR830,T,result,"{'step': 'SNAP 1,2,3,4,10,11', 'value': 'SNAP? 1,2,3,4,10,11'}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,876,KOM_Test,OSTECH,T,result,"{'step': 'LTM', 'value': OSTECHResult(value='LTM', info=OSTECHCommandInfo(command='LTM', data_type=<class 'float'>, unit='°C', description='laser temperature maximum', minimum=-99, maximum=200))}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,885,KOM_Test,SR830,T,result,"{'step': 'SNAP 5,6,7,8,9', 'value': 'SNAP? 5,6,7,8,9'}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,886,KOM_Test,SR830,T,result,"{'step': 'PHAS', 'value': 'PHAS'}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,886,KOM_Test,OSTECH,T,result,"{'step': 'LCA', 'value': OSTECHResult(value='LCA', info=OSTECHCommandInfo(command='LCA', data_type=<class 'float'>, unit='mA', description='actual current', minimum=None, maximum=None))}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,902,KOM_Test,SR830,T,result,"{'step': 'FREQ', 'value': 'FREQ'}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,902,KOM_Test,OSTECH,T,result,"{'step': 'LVA', 'value': OSTECHResult(value='LVA', info=OSTECHCommandInfo(command='LVA', data_type=<class 'float'>, unit='V', description='actual laser voltage', minimum=None, maximum=None))}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,918,KOM_Test,OSTECH,T,result,"{'step': 'LTA', 'value': OSTECHResult(value='XTA', info=OSTECHCommandInfo(command='xTA', data_type=<class 'float'>, unit='°C', description='actual temperature', minimum=None, maximum=None))}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,923,KOM_Test,OSTECH,T,result,"{'step': 'GT', 'value': OSTECHResult(value='GT', info=OSTECHCommandInfo(command='GT', data_type=<class 'float'>, unit='°C', description='device temperature', minimum=None, maximum=None))}",Thread,Komunkiations Test für SR830 und OSTECH,,,
2026-09-14,19:25:46,935,KOM_Test,OSTECH,T,result,"{'step': 'GS', 'value': OSTECHResult(value='GS', info=OSTECHCommandInfo(command='GS', data_type=<class 'int'>, unit='', description='get status', minimum=None, maximum=None))}",Thread,Komunkiations Test für SR830 und OSTECH,,,
